# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  305       5.372086664238e-10       1.284605764275e-12       1.645964687970e-11       0.000000000000e+00 
  306       5.324452091593e-10       1.308476492120e-12       1.648784844821e-11       0.000000000000e+00 
  307       5.276792651171e-10       1.332445446758e-12       1.651092096390e-11       0.000000000000e+00 
  308       5.229125723993e-10       1.356503882559e-12       1.652883254195e-11       0.000000000000e+00 
  309       5.181468920906e-10       1.380642851071e-12       1.654155229188e-11       0.000000000000e+00 
  310       5.133840083476e-10       1.404853199509e-12       1.654905033014e-11       0.000000000000e+00 
  311       5.086257284882e-10       1.429125569251e-12       1.655129779276e-11       0.000000000000e+00 
  312       5.038737596807e-10       1.453450864630e-12       1.654827163217e-11       0.000000000000e+00 
  313       4.991293325078e-10       1.477821686429e-12       1.653996922798e-11       0.000000000000e+00 
  314       4.943935601101e-10       1.502230961956e-12       1.652639447880e-11       0.000000000000e+00 
  315       4.896675599490e-10       1.526671479817e-12       1.650755309746e-11       0.000000000000e+00 
  316       4.849524537442e-10       1.551135888993e-12       1.648345262951e-11       0.000000000000e+00 
  317       4.802493674108e-10       1.575616697907e-12       1.645410247171e-11       0.000000000000e+00 
  318       4.755594309968e-10       1.600106273499e-12       1.641951389049e-11       0.000000000000e+00 
  319       4.708837786210e-10       1.624596840294e-12       1.637970004045e-11       0.000000000000e+00 
  320       4.662235484101e-10       1.649080479478e-12       1.633467598282e-11       0.000000000000e+00 
  321       4.615798824362e-10       1.673549127965e-12       1.628445870399e-11       0.000000000000e+00 
  322       4.569539266543e-10       1.697994577472e-12       1.622906713393e-11       0.000000000000e+00 
  323       4.523468308400e-10       1.722408473590e-12       1.616852216472e-11       0.000000000000e+00 
  324       4.477597485266e-10       1.746782314856e-12       1.610284666901e-11       0.000000000000e+00 
  325       4.431938369427e-10       1.771107451823e-12       1.603206551849e-11       0.000000000000e+00 
  326       4.386502569499e-10       1.795375086133e-12       1.595620560243e-11       0.000000000000e+00 
  327       4.341301729800e-10       1.819576269588e-12       1.587529584608e-11       0.000000000000e+00 
  328       4.296347529724e-10       1.843701903222e-12       1.578936722921e-11       0.000000000000e+00 
  329       4.251651683119e-10       1.867742736374e-12       1.569845280458e-11       0.000000000000e+00 
  330       4.207225937659e-10       1.891689365757e-12       1.560258771640e-11       0.000000000000e+00 
  331       4.163082074221e-10       1.915532234531e-12       1.550180921886e-11       0.000000000000e+00 
  332       4.119231906256e-10       1.939261631375e-12       1.539615669456e-11       0.000000000000e+00 
  333       4.075687279168e-10       1.962867689559e-12       1.528567167302e-11       0.000000000000e+00 
  334       4.032460069686e-10       1.986340386015e-12       1.517039784914e-11       0.000000000000e+00 
  335       3.989562185239e-10       2.009669540406e-12       1.505038110174e-11       0.000000000000e+00 
  336       3.947005563332e-10       2.032844814205e-12       1.492566951195e-11       0.000000000000e+00 
  337       3.904802170919e-10       2.055855709757e-12       1.479631338178e-11       0.000000000000e+00 
  338       3.862964003778e-10       2.078691569360e-12       1.466236525255e-11       0.000000000000e+00 
  339       3.821503085889e-10       2.101341574330e-12       1.452387992339e-11       0.000000000000e+00 
  340       3.780431468802e-10       2.123794744075e-12       1.438091446972e-11       0.000000000000e+00 
  341       3.739761231018e-10       2.146039935167e-12       1.423352826172e-11       0.000000000000e+00 
  342       3.699504477360e-10       2.168065840413e-12       1.408178298286e-11       0.000000000000e+00 
  343       3.659673338352e-10       2.189860987928e-12       1.392574264830e-11       0.000000000000e+00 
  344       3.620279969587e-10       2.211413740205e-12       1.376547362344e-11       0.000000000000e+00 
  345       3.581336551107e-10       2.232712293188e-12       1.360104464239e-11       0.000000000000e+00 
  346       3.542855286776e-10       2.253744675341e-12       1.343252682642e-11       0.000000000000e+00 
  347       3.504848403655e-10       2.274498746723e-12       1.325999370249e-11       0.000000000000e+00 
  348       3.467328151376e-10       2.294962198058e-12       1.308352122168e-11       0.000000000000e+00 
  349       3.430305741559e-10       2.315123677821e-12       1.290318429334e-11       0.000000000000e+00 
  350       3.393788118717e-10       2.334976227057e-12       1.271904619073e-11       0.000000000000e+00 
  351       3.357781053998e-10       2.354513985418e-12       1.253116874149e-11       0.000000000000e+00 
  352       3.322290191379e-10       2.373731076200e-12       1.233961578732e-11       0.000000000000e+00 
  353       3.287321046002e-10       2.392621606525e-12       1.214445319904e-11       0.000000000000e+00 
  354       3.252879002504e-10       2.411179667521e-12       1.194574889164e-11       0.000000000000e+00 
  355       3.218969313356e-10       2.429399334499e-12       1.174357283934e-11       0.000000000000e+00 
  356       3.185597097188e-10       2.447274667136e-12       1.153799709068e-11       0.000000000000e+00 
  357       3.152767337132e-10       2.464799709655e-12       1.132909578352e-11       0.000000000000e+00 
  358       3.120484879148e-10       2.481968491000e-12       1.111694516016e-11       0.000000000000e+00 
  359       3.088754430360e-10       2.498775025022e-12       1.090162358235e-11       0.000000000000e+00 
  360       3.057580557389e-10       2.515213310655e-12       1.068321154640e-11       0.000000000000e+00 
  361       3.026967684689e-10       2.531277332098e-12       1.046179169818e-11       0.000000000000e+00 
  362       2.996920092876e-10       2.546961058991e-12       1.023744884821e-11       0.000000000000e+00 
  363       2.967441917065e-10       2.562258446600e-12       1.001026998674e-11       0.000000000000e+00 
  364       2.938537145200e-10       2.577163435995e-12       9.780344298783e-12       0.000000000000e+00 
  365       2.910209616393e-10       2.591669954226e-12       9.547763179159e-12       0.000000000000e+00 
  366       2.882463019250e-10       2.605771914509e-12       9.312620247591e-12       0.000000000000e+00 
  367       2.855300890210e-10       2.619463216401e-12       9.075011363742e-12       0.000000000000e+00 
  368       2.828726611877e-10       2.632737745982e-12       8.835034642278e-12       0.000000000000e+00 
  369       2.802743411351e-10       2.645589376036e-12       8.592790467929e-12       0.000000000000e+00 
  370       2.777354358566e-10       2.658011966227e-12       8.348381510548e-12       0.000000000000e+00 
  371       2.752562364619e-10       2.669999363282e-12       8.101912740167e-12       0.000000000000e+00 
  372       2.728370180106e-10       2.681545401171e-12       7.853491442060e-12       0.000000000000e+00 
  373       2.704780393453e-10       2.692643901284e-12       7.603227231801e-12       0.000000000000e+00 
  374       2.681795429254e-10       2.703288672613e-12       7.351232070321e-12       0.000000000000e+00 
  375       2.659417546598e-10       2.713473511933e-12       7.097620278971e-12       0.000000000000e+00 
  376       2.637648837408e-10       2.723192203977e-12       6.842508554577e-12       0.000000000000e+00 
  377       2.616491224771e-10       2.732438521623e-12       6.586015984501e-12       0.000000000000e+00 
  378       2.595946461274e-10       2.741206226067e-12       6.328264061703e-12       0.000000000000e+00 
  379       2.576016127335e-10       2.749489067007e-12       6.069376699795e-12       0.000000000000e+00 
  380       2.556701629536e-10       2.757280782819e-12       5.809480248102e-12       0.000000000000e+00 
  381       2.538004198960e-10       2.764575100744e-12       5.548703506722e-12       0.000000000000e+00 
  382       2.519924889521e-10       2.771365737058e-12       5.287177741588e-12       0.000000000000e+00 
  383       2.502464576300e-10       2.777646397262e-12       5.025036699518e-12       0.000000000000e+00 
  384       2.485623953874e-10       2.783410776252e-12       4.762416623286e-12       0.000000000000e+00 
  385       2.469403534656e-10       2.788652558507e-12       4.499456266670e-12       0.000000000000e+00 
  386       2.453803647221e-10       2.793365418263e-12       4.236296909521e-12       0.000000000000e+00 
  387       2.438824434646e-10       2.797543019698e-12       3.973082372813e-12       0.000000000000e+00 
  388       2.424465664727e-10       2.801180169357e-12       3.709946842661e-12       0.000000000000e+00 
  389       2.410726156221e-10       2.804276320605e-12       3.446977809506e-12       0.000000000000e+00 
  390       2.397604327872e-10       2.806832200615e-12       3.184251772195e-12       0.000000000000e+00 
  391       2.385098382774e-10       2.808848671049e-12       2.921846309197e-12       0.000000000000e+00 
  392       2.373206306561e-10       2.810326729150e-12       2.659840083971e-12       0.000000000000e+00 
  393       2.361925865581e-10       2.811267508842e-12       2.398312850332e-12       0.000000000000e+00 
  394       2.351254605090e-10       2.811672281826e-12       2.137345457819e-12       0.000000000000e+00 
  395       2.341189847428e-10       2.811542458672e-12       1.877019857060e-12       0.000000000000e+00 
  396       2.331728690207e-10       2.810879589917e-12       1.617419105138e-12       0.000000000000e+00 
  397       2.322868004494e-10       2.809685367162e-12       1.358627370961e-12       0.000000000000e+00 
  398       2.314604432994e-10       2.807961624169e-12       1.100729940621e-12       0.000000000000e+00 
  399       2.306934388235e-10       2.805710337952e-12       8.438132227718e-13       0.000000000000e+00 
  400       2.299854050750e-10       2.802933629876e-12       5.879647539841e-13       0.000000000000e+00 
  401       2.293359367265e-10       2.799633766756e-12       3.332732041195e-13       0.000000000000e+00 
  402       2.287446048877e-10       2.795813161946e-12       7.982838169406e-14       0.000000000000e+00 
  403       2.282109569243e-10       2.791474376442e-12      -1.722787607546e-13       0.000000000000e+00 
  404       2.277345162758e-10       2.786620119973e-12      -4.229561213008e-13       0.000000000000e+00 
  405       2.273147822748e-10       2.781253252098e-12      -6.721104432642e-13       0.000000000000e+00 
  406       2.269512299643e-10       2.775376783304e-12      -9.196473098436e-13       0.000000000000e+00 
  407       2.266433099169e-10       2.768993876100e-12      -1.165471138750e-12       0.000000000000e+00 
  408       2.263904480529e-10       2.762107846112e-12      -1.409485176840e-12       0.000000000000e+00 
  409       2.261920454586e-10       2.754722163183e-12      -1.651591494750e-12       0.000000000000e+00 
  410       2.260474782047e-10       2.746840452464e-12      -1.891690981530e-12       0.000000000000e+00 
  411       2.259560971650e-10       2.738466495513e-12      -2.129683339274e-12       0.000000000000e+00 
  412       2.259172278342e-10       2.729604231390e-12      -2.365467077758e-12       0.000000000000e+00 
  413       2.259301701468e-10       2.720257757754e-12      -2.598939509071e-12       0.000000000000e+00 
  414       2.259941982954e-10       2.710431331956e-12      -2.829996742247e-12       0.000000000000e+00 
  415       2.261085605488e-10       2.700129372138e-12      -3.058533677902e-12       0.000000000000e+00 
  416       2.262724790706e-10       2.689356458329e-12      -3.284444002867e-12       0.000000000000e+00 
  417       2.264851497376e-10       2.678117333538e-12      -3.507620184816e-12       0.000000000000e+00 
  418       2.267457419582e-10       2.666416904852e-12      -3.727953466907e-12       0.000000000000e+00 
  419       2.270533984905e-10       2.654260244532e-12      -3.945333862412e-12       0.000000000000e+00 
  420       2.274072352611e-10       2.641652591109e-12      -4.159650149350e-12       0.000000000000e+00 
  421       2.278063411833e-10       2.628599350478e-12      -4.370789865121e-12       0.000000000000e+00 
  422       2.282497779753e-10       2.615106096997e-12      -4.578639301140e-12       0.000000000000e+00 
